Block Column	Block Row	Column	Row	Reporter Name	Reporter Database Entry[sgd]	Reporter Database Entry[image]	Reporter Database Entry[locus]	Reporter Database Entry[embl]	Control Type	Composite Element Name	Composite Element Database Entry[sgd]	Composite Element Database Entry[embl]	Composite Element Database Entry[locus]	Composite Element Database Entry[unigene:184:184]	Composite Element Database Entry[unigene:186:186]	Composite Element Comment
1	2	3	28	100624/MAGE.Reporter		1324230	9073	AA769736		UniGeneID:Hs\.162209/MAGE.CompositeSequence		CLDN8	9073	Hs.162209		
2	1	25	10	109755/MAGE.Reporter		1031908		AA609734		UniGeneID:Hs\.540787/MAGE.CompositeSequence				Hs.540787		
3	4	18	1	115803/MAGE.Reporter		309316	58498	N93941		UniGeneID:Hs\.75636/MAGE.CompositeSequence		MYL7	58498	Hs.75636		
4	11	3	6	109868/MAGE.Reporter		364865	79846	AA028171		UniGeneID:Hs\.521012/MAGE.CompositeSequence		FLJ21062	79846	Hs.521012		
4	1	23	5	120250/MAGE.Reporter		321205		AA037352		UniGeneID:Hs\.349082/MAGE.CompositeSequence				Hs.349082		
2	12	2	1	103927/MAGE.Reporter		283954	6014	N53351		UniGeneID:Hs\.464985/MAGE.CompositeSequence		RIT2	6014	Hs.464985		
4	3	20	7	120912/MAGE.Reporter		52543	54826	H23481		UniGeneID:Hs\.24088/MAGE.CompositeSequence		FLJ20125	54826	Hs.24088		
1	1	21	11	100318/MAGE.Reporter		37205	346929	R34720		UniGeneID:Hs\.116828/MAGE.CompositeSequence				Hs.116828		
3	11	21	28	110005/MAGE.Reporter		999931		AA533711		UniGeneID:Hs\.444475/MAGE.CompositeSequence				Hs.444475		
3	2	32	27	114326/MAGE.Reporter		1535980		AA918057		UniGeneID:Hs\.390407/MAGE.CompositeSequence				Hs.390407		
2	4	6	21	114326/MAGE.Reporter		1535980		AA918057		UniGeneID:Hs\.390407/MAGE.CompositeSequence				Hs.390407		
4	9	30	28	100775/MAGE.Reporter		815950		AA581522		UniGeneID:Hs\.136475/MAGE.CompositeSequence				Hs.136475		
2	9	3	9	100762/MAGE.Reporter		784142		AA432081		UniGeneID:Hs\.53126/MAGE.CompositeSequence				Hs.53126		
3	1	8	10	117151/MAGE.Reporter		1031468	283050	AA609206		UniGeneID:Hs\.309176/MAGE.CompositeSequence		LOC283050	283050	Hs.309176		
1	2	8	4	99470/MAGE.Reporter		125739	79630	R07618		UniGeneID:Hs\.91283/MAGE.CompositeSequence		FLJ23221	79630	Hs.91283		
3	12	16	3	104560/MAGE.Reporter		129922	28972	R11432		UniGeneID:Hs\.11125/MAGE.CompositeSequence		SPCS1	28972	Hs.11125		
4	9	10	7	109761/MAGE.Reporter		67385	283219	T49308		UniGeneID:Hs\.528439/MAGE.CompositeSequence		LOC283219	283219	Hs.528439		
3	1	5	11	105133/MAGE.Reporter		753946	112812	AA479109		UniGeneID:Hs\.337228/MAGE.CompositeSequence		RAVER1	125950	Hs.337228		
4	1	9	3	106283/MAGE.Reporter		341706	55859	W60581		UniGeneID:Hs\.334370/MAGE.CompositeSequence		BEX1	55859	Hs.334370		
1	11	13	11	104984/MAGE.Reporter		823618		AA490548		UniGeneID:Hs\.544949/MAGE.CompositeSequence				Hs.544949		
1	10	30	1	110058/MAGE.Reporter		80915	6389	T70043		UniGeneID:Hs\.440475/MAGE.CompositeSequence		SDHA	6389	Hs.440475		
2	7	29	3	104536/MAGE.Reporter		230191		H94849		UniGeneID:Hs\.35953/MAGE.CompositeSequence				Hs.35953		
1	5	28	3	112935/MAGE.Reporter		234320		H95239		UniGeneID:Hs\.131489/MAGE.CompositeSequence		PARD3	56288	Hs.131489		
1	6	17	11	113784/MAGE.Reporter		788520		AA452799		UniGeneID:Hs\.502948/MAGE.CompositeSequence			400948	Hs.502948		
3	3	19	8	104707/MAGE.Reporter		587333	63939	AA132867		UniGeneID:Hs\.504920/MAGE.CompositeSequence		C20orf177	63939	Hs.504920		
4	1	25	10	107786/MAGE.Reporter		1031599		AA609485		UniGeneID:Hs\.552647/MAGE.CompositeSequence			401307	Hs.552647		
2	9	11	5	118851/MAGE.Reporter		340748		W56369		UniGeneID:Hs\.469047/MAGE.CompositeSequence				Hs.469047		
3	3	20	9	117116/MAGE.Reporter		795591		AA459705		UniGeneID:Hs\.547072/MAGE.CompositeSequence				Hs.547072		
4	11	29	7	110780/MAGE.Reporter		77244	27043	T50139		UniGeneID:Hs\.513883/MAGE.CompositeSequence		PELP1	27043	Hs.513883		
3	3	10	6	118804/MAGE.Reporter		145383	1774	R77919		UniGeneID:Hs\.77091/MAGE.CompositeSequence		DNASE1L1	1774	Hs.77091		
4	1	23	29	112552/MAGE.Reporter		1008916		AA225199		UniGeneID:Hs\.96459/MAGE.CompositeSequence		POTE14	404785	Hs.96459		
4	2	17	7	120675/MAGE.Reporter		47341	7439	H10946		UniGeneID:Hs\.132319/MAGE.CompositeSequence		VMD2	7439	Hs.132319		
4	9	13	4	119315/MAGE.Reporter		108330	5346	T70586		UniGeneID:Hs\.103253/MAGE.CompositeSequence		PLIN	5346	Hs.103253		
2	12	27	10	110344/MAGE.Reporter		813499	10534	AA455580		UniGeneID:Hs\.534388/MAGE.CompositeSequence		SSSCA1	10534	Hs.534388		
1	12	4	12	114162/MAGE.Reporter		136502		R34343		UniGeneID:Hs\.409873/MAGE.CompositeSequence				Hs.409873		
4	2	16	28	108407/MAGE.Reporter		1101428	6407	AA588443		UniGeneID:Hs\.537218/MAGE.CompositeSequence		SEMG2	6407	Hs.537218		
1	7	4	1	118827/MAGE.Reporter		811108	7205	AA485677		UniGeneID:Hs\.534360/MAGE.CompositeSequence		TRIP6	7205	Hs.534360		
4	11	1	2	118827/MAGE.Reporter		811108	7205	AA485677		UniGeneID:Hs\.534360/MAGE.CompositeSequence		TRIP6	7205	Hs.534360		
2	6	6	29	112047/MAGE.Reporter		725675		AA394135		UniGeneID:Hs\.310818/MAGE.CompositeSequence				Hs.310818		
1	6	22	5	100340/MAGE.Reporter		429811	115294	AA009755		UniGeneID:Hs\.308480/MAGE.CompositeSequence		LOC115294	115294	Hs.308480		
2	11	31	2	114566/MAGE.Reporter		292553	5147	N62658		UniGeneID:Hs\.516808/MAGE.CompositeSequence		PDE6D	5147	Hs.516808		
3	3	18	5	105064/MAGE.Reporter		810093	2245	AA464965		UniGeneID:Hs\.522662/MAGE.CompositeSequence		DT1P1A10	90121	Hs.522662		
4	6	12	7	115346/MAGE.Reporter		84022	25764	T70901		UniGeneID:Hs\.511978/MAGE.CompositeSequence		HYPK	25764	Hs.511978		
2	7	24	4	108707/MAGE.Reporter		809508	51477	AA454554		UniGeneID:Hs\.405873/MAGE.CompositeSequence		ISYNA1	51477	Hs.405873		
3	7	13	11	110755/MAGE.Reporter		813838	338773	AA447777		UniGeneID:Hs\.449718/MAGE.CompositeSequence		LOC338773	338773	Hs.449718		
3	12	18	10	109901/MAGE.Reporter		782211		AA431987		UniGeneID:Hs\.98777/MAGE.CompositeSequence				Hs.98777		
4	1	32	1	105321/MAGE.Reporter		771196	392	AA427934		UniGeneID:Hs\.138860/MAGE.CompositeSequence		ARHGAP1	392	Hs.138860		
1	1	23	28	119686/MAGE.Reporter		1010180		AA228929		UniGeneID:Hs\.484889/MAGE.CompositeSequence			389370	Hs.484889		
4	12	24	4	114474/MAGE.Reporter		488155	84135	AA046406		UniGeneID:Hs\.406703/MAGE.CompositeSequence		FLJ12787	84135	Hs.406703		
4	10	9	7	112596/MAGE.Reporter		85660	84717	T62068		UniGeneID:Hs\.549234/MAGE.CompositeSequence		KIAA1881	114782	Hs.549234		
4	10	14	11	105852/MAGE.Reporter		768570	55793	AA425022		UniGeneID:Hs\.3346/MAGE.CompositeSequence		FLJ11280	55793	Hs.3346		
4	11	22	10	106633/MAGE.Reporter		417202	9870	W87585		UniGeneID:Hs\.497417/MAGE.CompositeSequence		KIAA0317	9870	Hs.497417		
4	3	24	9	111231/MAGE.Reporter		743158		AA399964		UniGeneID:Hs\.97763/MAGE.CompositeSequence				Hs.97763		
4	5	31	27	114873/MAGE.Reporter		1471822	54988	AA873330		UniGeneID:Hs\.122939/MAGE.CompositeSequence		FLJ20581	54988	Hs.122939		
4	12	24	9	116117/MAGE.Reporter		731357		AA416795		UniGeneID:Hs\.549485/MAGE.CompositeSequence				Hs.549485		
2	11	25	5	109239/MAGE.Reporter		325015	79161	W48646		UniGeneID:Hs\.196129/MAGE.CompositeSequence		C7orf23	79161	Hs.196129		
4	6	4	5	110643/MAGE.Reporter		288741		N59219		UniGeneID:Hs\.28540/MAGE.CompositeSequence				Hs.28540		
4	4	12	27	100299/MAGE.Reporter		1631621		AA995167		UniGeneID:Hs\.135718/MAGE.CompositeSequence				Hs.135718		
1	7	14	10	113038/MAGE.Reporter		278373	57214	N64009		UniGeneID:Hs\.391194/MAGE.CompositeSequence				Hs.391194		
3	9	15	3	116823/MAGE.Reporter		131370		R23189		UniGeneID:Hs\.172610/MAGE.CompositeSequence				Hs.172610		
4	3	28	27	118718/MAGE.Reporter		1456508		AA864977		UniGeneID:Hs\.444955/MAGE.CompositeSequence				Hs.444955		
4	4	18	16	118718/MAGE.Reporter		1456508		AA864977		UniGeneID:Hs\.444955/MAGE.CompositeSequence				Hs.444955		
2	1	17	9	103784/MAGE.Reporter		345847		W70342		UniGeneID:Hs\.23554/MAGE.CompositeSequence				Hs.23554		
1	4	32	2	106969/MAGE.Reporter		470861	4712	AA032077		UniGeneID:Hs\.493668/MAGE.CompositeSequence		NDUFB6	4712	Hs.493668		
3	11	32	9	105130/MAGE.Reporter		271672		N31564		UniGeneID:Hs\.111364/MAGE.CompositeSequence				Hs.111364		
2	2	13	11	113041/MAGE.Reporter		768596		AA425056		UniGeneID:Hs\.61304/MAGE.CompositeSequence				Hs.61304		
2	6	13	9	117253/MAGE.Reporter		503966	342763	AA131794		UniGeneID:Hs\.131718/MAGE.CompositeSequence			400660	Hs.131718		
2	2	17	1	113182/MAGE.Reporter		109221	23306	T81399		UniGeneID:Hs\.533787/MAGE.CompositeSequence		KIAA0286	23306	Hs.533787		
3	9	31	7	101283/MAGE.Reporter		796281	29074	AA460847		UniGeneID:Hs\.416998/MAGE.CompositeSequence		MRPL18	29074	Hs.416998		
1	1	8	9	101486/MAGE.Reporter		366795		AA029428		UniGeneID:Hs\.61555/MAGE.CompositeSequence				Hs.61555		
4	1	18	5	105152/MAGE.Reporter		488404	9037	AA046679		UniGeneID:Hs\.27621/MAGE.CompositeSequence				Hs.27621		
1	9	11	9	98931/MAGE.Reporter		300271	57050	N79749		UniGeneID:Hs\.322901/MAGE.CompositeSequence		SAS10	57050	Hs.322901		
3	9	12	3	105632/MAGE.Reporter		198190	27109	R92411		UniGeneID:Hs\.438489/MAGE.CompositeSequence		ATP5S	27109	Hs.438489		
3	1	21	10	99131/MAGE.Reporter		743155		AA399968		UniGeneID:Hs\.407172/MAGE.CompositeSequence				Hs.407172		
3	3	6	27	114964/MAGE.Reporter		1985684		AI251971		UniGeneID:Hs\.432394/MAGE.CompositeSequence				Hs.432394		
3	12	32	2	117188/MAGE.Reporter		130371	9631	R21737		UniGeneID:Hs\.481942/MAGE.CompositeSequence		NUP155	9631	Hs.481942		
2	2	14	9	107359/MAGE.Reporter		502531	56648	AA134594		UniGeneID:Hs\.164144/MAGE.CompositeSequence		EIF5A2	56648	Hs.164144		
2	9	32	4	103100/MAGE.Reporter		281483	200424	N51529		UniGeneID:Hs\.516107/MAGE.CompositeSequence		MGC22014	200424	Hs.516107		
2	2	23	11	110900/MAGE.Reporter		787876		AA452156		UniGeneID:Hs\.404186/MAGE.CompositeSequence		C6orf75	60487	Hs.404186		
2	9	15	27	120466/MAGE.Reporter		1607189	56666	AA996097		UniGeneID:Hs\.440092/MAGE.CompositeSequence		PANX2	56666	Hs.440092		
4	9	15	29	99154/MAGE.Reporter		163100		AI668617		UniGeneID:Hs\.32333/MAGE.CompositeSequence				Hs.32333		
4	9	11	9	103123/MAGE.Reporter		613303	150864	AA181600		UniGeneID:Hs\.471130/MAGE.CompositeSequence		ALS2CR13	150864	Hs.471130		
1	8	32	10	103353/MAGE.Reporter		812143	23767	AA455382		UniGeneID:Hs\.41296/MAGE.CompositeSequence		FLRT3	23767	Hs.41296		
2	8	14	6	98521/MAGE.Reporter		460398	6348	AA677522		UniGeneID:Hs\.514107/MAGE.CompositeSequence		CCL3	6348	Hs.514107		
4	10	10	10	101170/MAGE.Reporter		33126	51119	R19215		UniGeneID:Hs\.110445/MAGE.CompositeSequence		SBDS	51119	Hs.110445		
1	3	12	10	110061/MAGE.Reporter		277327	59271	N57483		UniGeneID:Hs\.208358/MAGE.CompositeSequence		C21orf63	59271	Hs.208358		
2	5	32	7	107513/MAGE.Reporter		840803	8992	AA486112		UniGeneID:Hs\.484188/MAGE.CompositeSequence		ATP6V0E	8992	Hs.484188		
4	3	21	6	102264/MAGE.Reporter		222025	6782	H85311		UniGeneID:Hs\.352341/MAGE.CompositeSequence		STCH	6782	Hs.352341		
2	11	27	3	98480/MAGE.Reporter		198011		R96393		UniGeneID:Hs\.184721/MAGE.CompositeSequence				Hs.184721		
1	1	24	8	106160/MAGE.Reporter		251753	134510	H96908		UniGeneID:Hs\.190447/MAGE.CompositeSequence		MGC10067	134510	Hs.190447		
2	4	18	10	98839/MAGE.Reporter		627018		AA190488		UniGeneID:Hs\.552359/MAGE.CompositeSequence				Hs.552359		
2	12	8	11	119712/MAGE.Reporter		35039		R19746		UniGeneID:Hs\.436556/MAGE.CompositeSequence				Hs.436556		
2	9	6	9	110525/MAGE.Reporter		302766	63895	N90744		UniGeneID:Hs\.293907/MAGE.CompositeSequence		FAM38B	63895	Hs.293907		
4	4	7	29	433356/MAGE.Reporter				*mitoch. cont. IMAGE:725914		stanfordseq.suid:433356CS/MAGE.CompositeSequence						
1	4	10	28	120061/MAGE.Reporter		1739583	81034	AI140246		UniGeneID:Hs\.208425/MAGE.CompositeSequence		MFTC	81034	Hs.208425		
1	11	6	23	120061/MAGE.Reporter		1739583	81034	AI140246		UniGeneID:Hs\.208425/MAGE.CompositeSequence		MFTC	81034	Hs.208425		
4	11	26	6	118476/MAGE.Reporter		383175	9092	AA074115		UniGeneID:Hs\.502883/MAGE.CompositeSequence		SART1	9092	Hs.502883		
4	9	12	5	104878/MAGE.Reporter		488010		AA045708		UniGeneID:Hs\.335163/MAGE.CompositeSequence		KIAA1102	22998	Hs.335163		
2	8	8	26	433336/MAGE.Reporter				*mitoch. cont. IMAGE:2005250		stanfordseq.suid:433336CS/MAGE.CompositeSequence						
1	2	7	7	106534/MAGE.Reporter		50671	60684	H16801		UniGeneID:Hs\.443240/MAGE.CompositeSequence		FLJ12716	60684	Hs.443240		
3	4	3	11	99781/MAGE.Reporter		665276	200894	AA195141		UniGeneID:Hs\.533086/MAGE.CompositeSequence		ARL2L1	200894	Hs.533086		
1	4	18	2	101808/MAGE.Reporter		123614	83541	R00846		UniGeneID:Hs\.534072/MAGE.CompositeSequence		C20orf55	83541	Hs.534072		
1	12	17	11	118911/MAGE.Reporter		788554	94056	AA452822		UniGeneID:Hs\.489336/MAGE.CompositeSequence		SYAP1	94056	Hs.489336		
4	9	15	1	106094/MAGE.Reporter		810124	5050	AA464238		UniGeneID:Hs\.466831/MAGE.CompositeSequence		PAFAH1B3	5050	Hs.466831		
2	7	31	28	113282/MAGE.Reporter		841460		AA487179		UniGeneID:Hs\.519506/MAGE.CompositeSequence				Hs.519506		
2	10	18	27	433316/MAGE.Reporter				*mitoch. cont. IMAGE:1569263		stanfordseq.suid:433316CS/MAGE.CompositeSequence						
2	8	21	5	115913/MAGE.Reporter		342164	84878	W63776		UniGeneID:Hs\.515662/MAGE.CompositeSequence		ZNF499	84878	Hs.515662		
3	9	18	4	103006/MAGE.Reporter		782783	79154	AA448177		UniGeneID:Hs\.462859/MAGE.CompositeSequence		MGC4172	79154	Hs.462859		
3	7	25	7	118807/MAGE.Reporter		782380	1645	AA431400		UniGeneID:Hs\.497034/MAGE.CompositeSequence		C1orf14	81626	Hs.497034		
3	6	25	8	110495/MAGE.Reporter		281565		N47989		UniGeneID:Hs\.194609/MAGE.CompositeSequence		FLJ23878	200172	Hs.194609		
2	3	28	10	110116/MAGE.Reporter		1030921		AA620343		UniGeneID:Hs\.112858/MAGE.CompositeSequence				Hs.112858		
1	9	8	8	114966/MAGE.Reporter		744647	8727	AA621315		UniGeneID:Hs\.58488/MAGE.CompositeSequence		CTNNAL1	8727	Hs.58488		
4	5	21	11	119052/MAGE.Reporter		726782		AA398390		UniGeneID:Hs\.494020/MAGE.CompositeSequence				Hs.494020		
1	10	14	4	110702/MAGE.Reporter		809611	94274	AA458487		UniGeneID:Hs\.348037/MAGE.CompositeSequence		PPP1R14A	94274	Hs.348037		
3	9	10	2	120447/MAGE.Reporter		587525		AA132766		UniGeneID:Hs\.458365/MAGE.CompositeSequence		ZNF183	7737	Hs.458365		
4	4	14	9	118285/MAGE.Reporter		586989		AA133678		UniGeneID:Hs\.309273/MAGE.CompositeSequence				Hs.309273		
3	2	15	10	119983/MAGE.Reporter		281080		N47785		UniGeneID:Hs\.46762/MAGE.CompositeSequence				Hs.46762		
4	1	15	1	115979/MAGE.Reporter		823598	5718	AA497055		UniGeneID:Hs\.4295/MAGE.CompositeSequence		PSMD12	5718	Hs.4295		
4	11	2	2	108062/MAGE.Reporter		725677	5129	AA394136		UniGeneID:Hs\.445402/MAGE.CompositeSequence		PCTK3	5129	Hs.445402		
4	5	10	29	115538/MAGE.Reporter		155799	64403	AI668564		UniGeneID:Hs\.155912/MAGE.CompositeSequence		CDH24	64403	Hs.155912		
2	3	30	10	115236/MAGE.Reporter		1055649		AA620950		UniGeneID:Hs\.112925/MAGE.CompositeSequence		COL25A1	84570	Hs.112925		
3	1	22	7	120611/MAGE.Reporter		45804		H09334		UniGeneID:Hs\.482573/MAGE.CompositeSequence		WDR41	55255	Hs.482573		
3	3	16	7	120479/MAGE.Reporter		33693		R19458		UniGeneID:Hs\.496366/MAGE.CompositeSequence				Hs.496366		
3	6	27	9	114799/MAGE.Reporter		269293	80210	N26671		UniGeneID:Hs\.471610/MAGE.CompositeSequence		FLJ12584	80210	Hs.471610		
4	1	18	6	98567/MAGE.Reporter		725308	9610	AA291556		UniGeneID:Hs\.1030/MAGE.CompositeSequence		RIN1	9610	Hs.1030		
3	4	3	27	114362/MAGE.Reporter		1925629	2128	AI215159		UniGeneID:Hs\.369879/MAGE.CompositeSequence		EVX1	2128	Hs.369879		
4	3	17	5	107755/MAGE.Reporter		291955	9200	N67509		UniGeneID:Hs\.114062/MAGE.CompositeSequence		PTPLA	9200	Hs.114062		
3	4	31	3	100590/MAGE.Reporter		233179		H77394		UniGeneID:Hs\.302287/MAGE.CompositeSequence		SCFD2	152579	Hs.302287		
4	8	13	8	120412/MAGE.Reporter		949947	5571	AA600201		UniGeneID:Hs\.482417/MAGE.CompositeSequence				Hs.482417		
1	8	31	10	98693/MAGE.Reporter		768226	54542	AA424766		UniGeneID:Hs\.533499/MAGE.CompositeSequence		MNAB	54542	Hs.533499		
4	10	27	1	119015/MAGE.Reporter		668851	627	AA234298		UniGeneID:Hs\.502182/MAGE.CompositeSequence		BDNF	627	Hs.502182		
2	6	4	11	104340/MAGE.Reporter		48226	266812	H11519		UniGeneID:Hs\.12554/MAGE.CompositeSequence		NAP1L5	266812	Hs.12554		
3	11	16	4	119937/MAGE.Reporter		129530	342371	R11371		UniGeneID:Hs\.451351/MAGE.CompositeSequence		LOC146517	146517	Hs.451351		
3	5	25	7	111538/MAGE.Reporter		347070	114898	W79527		UniGeneID:Hs\.110062/MAGE.CompositeSequence		C1QTNF2	114898	Hs.110062		
4	10	6	4	105351/MAGE.Reporter		310034	5616	N99154		UniGeneID:Hs\.546278/MAGE.CompositeSequence		PRKY	5616	Hs.546278		
2	9	28	4	109542/MAGE.Reporter		795401	8694	AA453511		UniGeneID:Hs\.512810/MAGE.CompositeSequence		DGAT1	8694	Hs.512810		
2	5	30	22	101045/MAGE.Reporter		1700163		AI049550		UniGeneID:Hs\.250693/MAGE.CompositeSequence		ZNF117	7670	Hs.250693		
3	8	16	27	101045/MAGE.Reporter		1700163		AI049550		UniGeneID:Hs\.250693/MAGE.CompositeSequence		ZNF117	7670	Hs.250693		
4	11	16	17	100153/MAGE.Reporter		1574513	151111	AA970652		UniGeneID:Hs\.528854/MAGE.CompositeSequence				Hs.528854		
3	12	18	27	100153/MAGE.Reporter		1574513	151111	AA970652		UniGeneID:Hs\.528854/MAGE.CompositeSequence				Hs.528854		
1	4	1	1	118455/MAGE.Reporter		795498	11057	AA454207		UniGeneID:Hs\.549108/MAGE.CompositeSequence		ABHD2	11057	Hs.549108		
1	2	24	2	106650/MAGE.Reporter		230202	84671	H93449		UniGeneID:Hs\.467239/MAGE.CompositeSequence		ZNF347	84671	Hs.467239		
3	3	14	7	108028/MAGE.Reporter		51606		H18936		UniGeneID:Hs\.22347/MAGE.CompositeSequence			389182	Hs.22347		
4	12	26	3	104039/MAGE.Reporter		109123		T80978		UniGeneID:Hs\.487721/MAGE.CompositeSequence				Hs.487721		
4	11	30	5	111106/MAGE.Reporter		809512	55738	AA454556		UniGeneID:Hs\.25584/MAGE.CompositeSequence		ARFGAP1	55738	Hs.25584		
4	3	5	3	119989/MAGE.Reporter		290308	55096	N64474		UniGeneID:Hs\.431092/MAGE.CompositeSequence		PPP4R2	151987	Hs.431092		
1	7	13	5	101061/MAGE.Reporter		297800	64407	N69945		UniGeneID:Hs\.440890/MAGE.CompositeSequence		RGS18	64407	Hs.440890		
2	10	13	29	101852/MAGE.Reporter		299541		AI822057		UniGeneID:Hs\.459513/MAGE.CompositeSequence				Hs.459513		
1	11	26	27	116187/MAGE.Reporter		1554439		AA931511		UniGeneID:Hs\.550811/MAGE.CompositeSequence				Hs.550811		
4	2	6	3	116676/MAGE.Reporter		307255	9473	N93440		UniGeneID:Hs\.10649/MAGE.CompositeSequence		C1orf38	9473	Hs.10649		
1	11	10	5	111222/MAGE.Reporter		283335	54454	N51441		UniGeneID:Hs\.531315/MAGE.CompositeSequence				Hs.531315		
2	6	8	3	99357/MAGE.Reporter		112577		T86030		UniGeneID:Hs\.12621/MAGE.CompositeSequence				Hs.12621		
1	11	14	29	109030/MAGE.Reporter		565021		AA129468		UniGeneID:Hs\.290538/MAGE.CompositeSequence				Hs.290538		
4	9	1	1	113006/MAGE.Reporter		302190	4297	N77807		UniGeneID:Hs\.258855/MAGE.CompositeSequence		MLL	4297	Hs.258855		
3	2	4	29	99749/MAGE.Reporter		741864	57622	AA401995		UniGeneID:Hs\.97860/MAGE.CompositeSequence		LRFN1	57622	Hs.97860		
1	9	26	8	101403/MAGE.Reporter		285260	55758	N63150		UniGeneID:Hs\.356399/MAGE.CompositeSequence		RCOR3	55758	Hs.356399		
2	5	21	28	114196/MAGE.Reporter		930224		AA502658		UniGeneID:Hs\.136829/MAGE.CompositeSequence		RFX3	5991	Hs.136829		
3	11	21	27	118840/MAGE.Reporter		1601167		AA985547		UniGeneID:Hs\.129003/MAGE.CompositeSequence				Hs.129003		
3	12	3	29	114744/MAGE.Reporter		741754	23616	AA401925		UniGeneID:Hs\.407909/MAGE.CompositeSequence		SH3BP1	23616	Hs.407909		
2	5	21	2	99250/MAGE.Reporter		774754	1499	AA442092		UniGeneID:Hs\.476018/MAGE.CompositeSequence		CTNNB1	1499	Hs.476018		
3	8	19	9	119479/MAGE.Reporter		780945	342709	AA429660		UniGeneID:Hs\.115461/MAGE.CompositeSequence		C18orf34	374864	Hs.115461		
4	3	23	5	105244/MAGE.Reporter		343298	162967	W67703		UniGeneID:Hs\.502344/MAGE.CompositeSequence		LOC162967	162967	Hs.502344		
4	1	19	3	104139/MAGE.Reporter		134520	115701	R27572		UniGeneID:Hs\.388674/MAGE.CompositeSequence		ALPK2	115701	Hs.388674		
2	3	19	8	114025/MAGE.Reporter		118078		AI820514		UniGeneID:Hs\.159306/MAGE.CompositeSequence		ABR	29	Hs.159306		
3	6	23	29	114025/MAGE.Reporter		118078		AI820514		UniGeneID:Hs\.159306/MAGE.CompositeSequence		ABR	29	Hs.159306		
2	10	2	4	114933/MAGE.Reporter		297411		N80145		UniGeneID:Hs\.50873/MAGE.CompositeSequence				Hs.50873		
3	1	18	3	119802/MAGE.Reporter		548693	5000	AA125825		UniGeneID:Hs\.470174/MAGE.CompositeSequence		ORC4L	5000	Hs.470174		
1	3	9	5	107899/MAGE.Reporter		289507		N59245		UniGeneID:Hs\.47142/MAGE.CompositeSequence				Hs.47142		
1	6	31	3	116607/MAGE.Reporter		239874		H79772		UniGeneID:Hs\.40061/MAGE.CompositeSequence				Hs.40061		
1	2	2	29	103395/MAGE.Reporter		740975	83959	AA478318		UniGeneID:Hs\.105607/MAGE.CompositeSequence		SLC4A11	83959	Hs.105607		
3	10	4	26	107697/MAGE.Reporter		531036		AA070385		UniGeneID:Hs\.452750/MAGE.CompositeSequence				Hs.452750		
4	7	27	3	119743/MAGE.Reporter		275634	2177	R92899		UniGeneID:Hs\.208388/MAGE.CompositeSequence		FANCD2	2177	Hs.208388		
1	5	11	9	106677/MAGE.Reporter		950410	345260	AA599064		UniGeneID:Hs\.507676/MAGE.CompositeSequence			441027	Hs.507676		
1	8	7	7	111662/MAGE.Reporter		46716	350474	H10012		UniGeneID:Hs\.405046/MAGE.CompositeSequence		CBX4	8535	Hs.405046		
2	3	8	9	116118/MAGE.Reporter		308917		AI668703		UniGeneID:Hs\.54940/MAGE.CompositeSequence				Hs.54940		
3	10	16	29	116118/MAGE.Reporter		308917		AI668703		UniGeneID:Hs\.54940/MAGE.CompositeSequence				Hs.54940		
2	3	20	29	100011/MAGE.Reporter		1007833		AA225948		UniGeneID:Hs\.161160/MAGE.CompositeSequence		TFCP2L3	79977	Hs.161160		
3	6	12	11	117791/MAGE.Reporter		812050	11236	AA455970		UniGeneID:Hs\.492751/MAGE.CompositeSequence		RNF139	11236	Hs.492751		
2	5	5	3	113738/MAGE.Reporter		280837	57020	N50686		UniGeneID:Hs\.546412/MAGE.CompositeSequence		MGC16824	57020	Hs.546412		
4	11	7	8	114281/MAGE.Reporter		627226	7779	AA195463		UniGeneID:Hs\.519469/MAGE.CompositeSequence		SLC30A1	7779	Hs.519469		
2	9	30	8	101126/MAGE.Reporter		257206		N26899		UniGeneID:Hs\.190477/MAGE.CompositeSequence		ZC3HDC6	376940	Hs.190477		
4	4	8	9	112255/MAGE.Reporter		341065		W58191		UniGeneID:Hs\.553124/MAGE.CompositeSequence				Hs.553124		
2	9	20	28	105976/MAGE.Reporter		925930		AA534565		UniGeneID:Hs\.105830/MAGE.CompositeSequence				Hs.105830		
1	9	11	27	113953/MAGE.Reporter		1761813	8424	AI222516		UniGeneID:Hs\.144845/MAGE.CompositeSequence		BBOX1	8424	Hs.144845		
4	6	5	6	110084/MAGE.Reporter		429707	90233	AA011673		UniGeneID:Hs\.184846/MAGE.CompositeSequence		ZNF551	90233	Hs.184846		
4	6	24	10	112216/MAGE.Reporter		730038	54523	AA416989		UniGeneID:Hs\.98173/MAGE.CompositeSequence		C18orf57	54523	Hs.98173		
2	2	9	2	105212/MAGE.Reporter		144777	10456	R76263		UniGeneID:Hs\.199625/MAGE.CompositeSequence		HAX1	10456	Hs.199625		
3	4	3	10	118689/MAGE.Reporter		122008		T98354		UniGeneID:Hs\.412939/MAGE.CompositeSequence		ELOVL6	79071	Hs.412939		
1	12	1	6	118564/MAGE.Reporter		345196	64417	W72333		UniGeneID:Hs\.482034/MAGE.CompositeSequence		FLJ21657	64417	Hs.482034		
4	8	5	9	111412/MAGE.Reporter		840150	79703	AA485264		UniGeneID:Hs\.292088/MAGE.CompositeSequence		FLJ22531	79703	Hs.292088		
