Accession	Title	Type	Organism	Assays	Release Date	Processed Data	Raw Data	Present in Atlas	ArrayExpress URL
E-SMDB-3827	Transcription profiling of Toxoplasma-infected human fibroblasts treated with human recombinant interferon gamma	transcription profiling by array	Homo sapiens	16	2007-06-06	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-3827/E-SMDB-3827.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-3827/E-SMDB-3827.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-SMDB-3827/
E-SMDB-3938	Transcription profiling of human prostate cancer cells (LNCaP) treated with selenomethionine or methylselenic acid	transcription profiling by array	Homo sapiens	10	2007-05-23	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-3938/E-SMDB-3938.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-SMDB-3938/E-SMDB-3938.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-SMDB-3938/
E-TABM-64	Transcription profiling of human Hela cells infected with Vaccinia mutants	transcription profiling by array	Homo sapiens	36	2007-04-01	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-TABM-64/E-TABM-64.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-64/
E-TABM-79	Transcription profiling of human cell line alveolar type II A549 ingected with HRSVs, time series	transcription profiling by array	Homo sapiens	15	2006-07-30	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-TABM-79/E-TABM-79.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-79/
E-TABM-106	Transcription profiling of erB2-dependent response over time to EGF and HRG stimulation of human mammary luminal epithelial cells	transcription profiling by array	Homo sapiens	56	2006-08-15	http://www.ebi.ac.uk/arrayexpress/files/E-TABM-106/E-TABM-106.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-TABM-106/E-TABM-106.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-106/
E-TABM-127	Transcription profiling by array of human bronchial epithelial cells after exposure to cigarette smoke	transcription profiling by array	Homo sapiens	63	2007-01-15	http://www.ebi.ac.uk/arrayexpress/files/E-TABM-127/E-TABM-127.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-TABM-127/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-127/
E-TABM-263	Transcription profiling of human primary skin fibroblasts throughout the cell cycle after synchronization by serum starvation or by serum starvation and thymidine blocking	transcription profiling by array	Homo sapiens	40	2008-01-03	http://www.ebi.ac.uk/arrayexpress/files/E-TABM-263/E-TABM-263.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-TABM-263/E-TABM-263.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-263/
E-TABM-356	Transcription profiling of human JY cells treated with Trichostatin A (TSA)	transcription profiling by array	Homo sapiens	6	2009-07-08	http://www.ebi.ac.uk/arrayexpress/files/E-TABM-356/E-TABM-356.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-356/
E-TABM-440	Transcription profiling of human keratinocytes after stimulation with recombinant human cytokines to study the events controlling cell migration)	transcription profiling by array	Homo sapiens	26	2008-07-07	http://www.ebi.ac.uk/arrayexpress/files/E-TABM-440/E-TABM-440.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-TABM-440/E-TABM-440.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-440/
E-TABM-585	Transcription profiling by array of human lung cancer cells after treatment with dasatinib, imatinib, nilotinib or PD0325901	transcription profiling by array	Homo sapiens	111	2008-12-31	http://www.ebi.ac.uk/arrayexpress/files/E-TABM-585/E-TABM-585.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-TABM-585/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-585/
E-TABM-595	Transcription profiling of human blood from patients with acute kidney injury following open-heart surgery with cardiopulmonary bypass	transcription profiling by array	Homo sapiens	28	2009-12-12	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-TABM-595/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-595/
E-TABM-599	Transcription profiling time series of human HeLa cells cultivated while sterol depleted from the medium	transcription profiling by array	Homo sapiens	13	2008-12-17	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-TABM-599/E-TABM-599.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-599/
E-TABM-631	Transcription profiling time series of human estrogen-responsive human breast cancer cells treated with 17 beta-estradiol	transcription profiling by array	Homo sapiens	27	2009-02-03	http://www.ebi.ac.uk/arrayexpress/files/E-TABM-631/E-TABM-631.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-631/
E-TABM-742	Transcription profiling of human estrogen-responsive breast cancer cell lines treated with 17beta-estradiol for 1 to 32 hours	transcription profiling by array	Homo sapiens	53	2010-01-11	http://www.ebi.ac.uk/arrayexpress/files/E-TABM-742/E-TABM-742.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-742/
E-TABM-779	Transcription profiling of human regulatory and helper T cells following activation with anti-CD3 and anti-CD28 for 4 and 16 hours	transcription profiling by array	Homo sapiens	60	2010-05-18	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-TABM-779/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-779/
E-TABM-853	Transcription profiling of human blood cells in different times after vaccination with 1,2 or 3 doses of BCG	transcription profiling by array	Homo sapiens	2	2010-12-31	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-TABM-853/E-TABM-853.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-853/
E-TABM-948	Transcription profiling of human hypoxia-stimulated prostate tumor cell lines and primary prostate epithelial cells	transcription profiling by array	Homo sapiens	73	2011-11-09	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-TABM-948/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-948/
E-TABM-1073	Transcription profiling by array of blood samples from healthy, young, slightly overweight men and women given high or medium carbohydrate diets for 6 days	transcription profiling by array	Homo sapiens	132	2010-11-10	http://www.ebi.ac.uk/arrayexpress/files/E-TABM-1073/E-TABM-1073.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-1073/
E-TABM-1152	HeLa cell cycle time series	transcription profiling by array	Homo sapiens	24	2012-04-29	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-TABM-1152/E-TABM-1152.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-1152/
E-TABM-1155	HeLa cell cycle time series - double thymidine block	transcription profiling by array	Homo sapiens	22	2012-05-05	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-TABM-1155/E-TABM-1155.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-1155/
E-UMCU-2	Transcription profiling of human HUVEC (Human Umbilical Vein Endothelial Cells) cells exposed to heat shock (42 degrees Celcius) for different time points (1hr, 3 hrs, 6 hr and 12 hrs) and vs non heat-shock cells with varying amounts of external spikes added	transcription profiling by array	Homo sapiens	8	2003-04-01	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-UMCU-2/E-UMCU-2.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-UMCU-2/
E-UMCU-6	Transcription profiling of human HUVEC cells exposed to 1 mM sodium nitroprusside (SNP) for 2, 4, 8 and 24 hours vs untreated control cells	transcription profiling by array	Homo sapiens	8	2005-04-01	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-UMCU-6/E-UMCU-6.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-UMCU-6/
E-UMCU-8	Transcription profiling of human HUVEC cells exposed for 2, 4, 8 and 24 hours to (Z)-1-[N-(2-aminoethyl)-N-(2-ammonioethyl)amino]diazen-1-ium-1,2-diolate (DETA-NONOate) 250 uM	transcription profiling by array	Homo sapiens	8	2005-04-01	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-UMCU-8/E-UMCU-8.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-UMCU-8/
E-GEOD-12611	Analyses of the SAGE expression of Human Embryonic Stem Cells	transcription profiling by SAGE	Homo sapiens	2	2010-02-17	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-12611/E-GEOD-12611.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-12611/
E-TABM-653	siRNA profiling of human synovial fibroblasts depleted for clusterin	transcription profiling by tiling array	Homo sapiens	16	2009-12-04	http://www.ebi.ac.uk/arrayexpress/files/E-TABM-653/E-TABM-653.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-653/
E-MTAB-1653	Translation profiling by array of H1 human embryonic stem cells induced to differentiate into the trophoblast lineage in order to perform polysome analysis	translation profiling	Homo sapiens	60	2014-07-21	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1653/E-MTAB-1653.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-1653/
E-GEOD-2987	RERG is a novel ras-related, estrogen-regulated and growth-inhibitory gene in breast cancer	unknown experiment type	Homo sapiens	5	2005-07-23	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2987/E-GEOD-2987.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-2987/
E-GEOD-3194	Host cell gene expression late during cytomegalovirus infection	unknown experiment type	Homo sapiens	12	2005-08-25	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3194/E-GEOD-3194.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-3194/
E-GEOD-3282	Induction of dnTCF-4 in Ls174T CRC cells	unknown experiment type	Homo sapiens	4	2005-09-10	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3282/E-GEOD-3282.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-3282/
E-GEOD-3553	BMP4 initiates human ES cell differentiation	unknown experiment type	Homo sapiens	7	2005-11-03	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3553/E-GEOD-3553.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-3553/
E-GEOD-3556	Cag pathogenicity island-specific responses of gastric epithelial cells to Helicobacter pylori infection	unknown experiment type	Homo sapiens	54	2005-11-03	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3556/E-GEOD-3556.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-3556/
E-GEOD-3630	T-cell co-stimulation	unknown experiment type	Homo sapiens	68	2005-11-18	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3630/processed/	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-3630/
E-GEOD-4072	L-asparaginase exposure in acute lymphoblastic leukemia cell lines time series	unknown experiment type	Homo sapiens	55	2006-01-20	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-4072/processed/	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-4072/
E-GEOD-4397	In vitro response to l-asparaginase in acute lymphoblastic leukemia	unknown experiment type	Homo sapiens	109	2006-03-07	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-4397/processed/	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-4397/
E-GEOD-7231	Ribosomal protein S3: a functional component of NF-kB p65 binding complexes	unknown experiment type	Homo sapiens	6	2010-05-26	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-7231/E-GEOD-7231.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-7231/E-GEOD-7231.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-7231/
E-GEOD-7245	Identification of c-myc target genes by siRNA	unknown experiment type	Homo sapiens	4	2010-05-26	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-7245/E-GEOD-7245.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-7245/E-GEOD-7245.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-7245/
E-GEOD-8769	Selenomethionine induced transcriptional programs in human prostate cancer cells	unknown experiment type	Homo sapiens	10	2007-08-15	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-8769/E-GEOD-8769.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-8769/
