Array Design Name	Affymetrix GeneChip Human Genome HG-U133B [HG-U133B]
Comment[AdditionalFile:CDF]	HG-U133B.cdf
Version	1.0
Provider	Affymetrix, Inc. (support@affymetrix.com)
Comment[ArrayExpressAccession]	A-AFFY-34
Comment[SubmittedName]	Affymetrix GeneChip Human Genome HG-U133B [HG-U133B]
Technology Type	in_situ_oligo_features
Technology Type Term Accession Number	http://mged.sourceforge.net/ontologies/MGEDOntology.daml#in_situ_oligo_features
Technology Type Term Source REF	mo:1.1.3
Surface Type	glass
Term Source Name	mo:1.1.3	affymetrix_netaffx	blocks	cp450	ec	embl	ensembl	entrez_protein	gpcrdb	interpro	kegg	locus	omim	pfam	pkr_hanks	refseq	scop	swall	unigene
Term Source File	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://www.affymetrix.com/analysis/	http://www.blocks.fhcrc.org/	http://drnelson.utmem.edu/CytochromeP450.html	http://www.chem.qmw.ac.uk/iubmb/enzyme/	http://www.ebi.ac.uk/embl/	http://www.ensembl.org	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=Protein	http://www.gpcr.org/	http://www.ebi.ac.uk/interpro	http://www.genome.ad.jp/kegg/	http://www.ncbi.nlm.nih.gov/LocusLink/	http://www3.ncbi.nlm.nih.gov/omim	http://www.sanger.ac.uk/Software/Pfam/	http://pkr.sdsc.edu/html/pk_classification/pk_catalytic/pk_hanks_class.html	http://www.ncbi.nlm.nih.gov/LocusLink/refseq.html	http://scop.berkeley.edu	http://www.ebi.ac.uk/swissprot/access.html	http://www.ncbi.nlm.nih.gov/UniGene/
Term Source Version	1.1.3																	
Comment[AdditionalFile:txt]	A-AFFY-34_comments.txt

[main]
Composite Element Name	Composite Element Database Entry[embl]	Composite Element Database Entry[affymetrix_netaffx]	Composite Element Database Entry[ensembl]	Composite Element Database Entry[blocks]	Composite Element Database Entry[entrez_protein]	Composite Element Database Entry[scop]	Composite Element Database Entry[refseq]	Composite Element Database Entry[pfam]	Composite Element Database Entry[omim]	Composite Element Database Entry[unigene]	Composite Element Database Entry[locus]	Composite Element Database Entry[interpro]	Composite Element Database Entry[swall]	Composite Element Database Entry[kegg]	Composite Element Database Entry[ec]	Composite Element Database Entry[pkr_hanks]	Composite Element Database Entry[cp450]	Composite Element Database Entry[gpcrdb]
227113_at	BE048349	227113_at			23592291	d1jq5a_	NM_144650	Fe-ADH		Hs.351568	137872	IPR001670	Q96MF9		4.6.1.3			
227114_at	BG435876	227114_at								Hs.374526	257160		Q8ND24					
227115_at	AW291331	227115_at								Hs.182503								
227116_at	AI934828	227116_at								Hs.5909								
227117_at	AW242820	227117_at								Hs.18439								
227118_s_at	AA594308	227118_s_at			14269586		NM_030811			Hs.18946	64949		Q9H273					
227119_at	BF103856	227119_at								Hs.238809								
227120_at	AI673539	1431437_at								Hs.199316	116113	IPR001766	Q96DC2					
227121_at	AL110204.1	227121_at								Hs.193784								
227122_at	AI807498	227122_at								Hs.19631								
227123_at	AU156710	227123_at								Hs.20843								
227124_at	AI870473	227124_at								Hs.21177								
227125_at	BF526978	227125_at								Hs.356387								
227126_at	AI857788	227126_at								Hs.22607								
227127_at	BF222855	227127_at								Hs.58210								
227128_s_at	AI345950	aa038322_s_at	ENSG00000134728	IPB000716	4505057		NM_002353	thyroglobulin_1	137290	Hs.23582	4070	IPR000716	Q9H014					
227129_x_at	AW006934	227129_x_at								Hs.164255								
227130_s_at	AI823715	227130_s_at	ENSG00000107368		464896		NM_005077	WD40	600189	Hs.28935	7088	IPR005617	TLE4_RAT					
227131_at	BG231756	95739_at	ENSG00000136490	IPB001781	14585865		NM_030576	LIM		Hs.50601	80774	IPR001781	Q9BT23					
227132_at	N38730	227132_at								Hs.24880								
227133_at	BE856541	227133_at	ENSG00000123575							Hs.24968	139231		Q96AV3					
227134_at	AI341537	227134_at		PR00399	23274198	d1rsy__	NM_032872	C2		Hs.25895	84958	IPR001565	Q96SI0					
227135_at	AI436803	227135_at							607469	Hs.264330	27163	IPR003199	Q02083					
227136_s_at	N25937	227136_s_at			24429578		NM_153810			Hs.28794	143384		Q8N7S4					
227137_at	N25937	227137_at			22055673		NM_153810			Hs.28794	143384		AAH38294					
227138_at	AA025858	227138_at								Hs.432790								
227139_s_at	AA219354	rc_AI010470_at	ENSG00000163755	IPB001117	4557485	d1aoza1	NM_032383	Cu-oxidase	117700	Hs.282804	84343	IPR002355	Q9H608	MAP00860	1.3.3.5			
227140_at	AI343467	227140_at								Hs.28792								
227141_at	AW205739	227141_at								Hs.348411	127253		Q96GE7					
227142_at	AW274379	227142_at	ENSG00000162401							Hs.284232	57449	IPR001849	O94827					
227143_s_at	AA706658	109672_at			4557361	d2bida_	NM_001196		601997	Hs.172894	637	IPR000712	P55957					
227144_at	AA476916	227144_at								Hs.40696								
227145_at	AW190565	227145_at	ENSG00000138131	PR00258	20177960	d1by2__	NM_032211	SRCR	607318	Hs.306814	84171	IPR001695	Q96PC0		1.4.3.13			
227146_at	AW873348	227146_at								Hs.309165	169714		Q8N3G2					
227147_s_at	AI479073	aa408791_rc_s_at			8922130		NM_080732	2OG-FeII_Oxy	606424	Hs.324277	112398	IPR005123	Q9BV14					
227148_at	AI913749	227148_at								Hs.255938	130271		BAC23124					
227149_at	AB046802.1	227149_at	ENSG00000078687							Hs.80618	57690	IPR000504	Q8N3D8					
227150_at	N46867	227150_at	ENSG00000162489							Hs.29131	57540	IPR003392	Q9UJD7					
227151_at	BE464841	227151_at			20890094		NM_153271	SH3		Hs.32365	257364	IPR001452	SNXI_MOUSE					
227152_at	AI979334	227152_at								Hs.323822	55019		Q9NWP9					
227153_at	AI784580	227153_at	ENSG00000146790	IPB000508	16716421	d1b12a_	NM_032549	Peptidase_S26	605977	Hs.89576	83943	IPR000508	Q96T52		3.4.21.89			
227154_at	AL566367	227154_at	ENSG00000117154	IPB003006	22761326		NM_032880	ig		Hs.6140	84966	IPR003598	Q9NU58					
227155_at	R10289	Msa.5646.0_s_at	ENSG00000143013	IPB001781	5803072		NM_006769	LIM	603129	Hs.3844	8543	IPR001781	O00158					
227156_at	AK025872.1	227156_at								Hs.3327								
227157_at	AV758242	227157_at			22749373		NM_152683			Hs.351470	201973		Q96LW4					
227158_at	AU149257	227158_at	ENSG00000129480	IPB003732	20849694	d1jkea_	NM_080664			Hs.33718	112487		Q96CJ4					
227159_at	AI827015	227159_at	ENSG00000167925		22761259		NM_032484	GH3		Hs.38039	84514	IPR004993	Q9BXM6					
227160_s_at	AW102828	227160_s_at	ENSG00000101247		13559240		NM_024120			Hs.44296	79133		Q9BQM4					
227161_at	AI419857	227161_at								Hs.334540	64434	IPR003891	Q96I08					
227162_at	BF214688	227162_at		IPB001275	18141299		NM_020924	zf-C2H2		Hs.5638	57684	IPR001220	Q9HCK0					
227163_at	AL162742	227163_at								Hs.293533								
227164_at	AL521786	aa189518_s_at	ENSG00000136450	IPB000684	5902076	d1urna_	NM_006924	rrm	600812	Hs.73737	6426	IPR000504	Q07955					
227165_at	AI829603	227165_at			21748775		NM_145061			Hs.88523	221150		Q96D22					
227166_at	AK024054.1	227166_at			22749377	d1hdj__	NM_152686	DnaJ		Hs.6473	202052	IPR002052	Q9H819					
227167_s_at	AW511319	227167_s_at								Hs.61426		IPR001230	Q9NYI4					
227168_at	BF475488	227168_at								Hs.355618								
227169_at	AK024054.1	227169_at			22749377	d1hdj__	NM_152686	DnaJ		Hs.6473	202052	IPR003095	Q9CZJ9					
227170_at	BF338409	227170_at								Hs.378080								
227171_at	AI189673	l25913_f_at	ENSG00000115484	IPB001844	5453605	d1a6da3	NM_006430	cpn60_TCP1	605142	Hs.79150	10575	IPR001844	TCPD_MOUSE					
227172_at	BC000282.1	227172_at			24308398		NM_138341			Hs.8116	89894		Q8NCL8					
227173_s_at	AW450901	227173_s_at								Hs.201184			Q9NTS5					
227174_at	Z98443	227174_at								Hs.86366								
227175_at	AI806486	U35623_s_at	ENSG00000143384	IPB003093	19862730	d1g5ma_	NM_021960	Bcl-2	159552	Hs.86386	4170	IPR002475	Q9Z1P3					
227176_at	AL565362	227176_at								Hs.90431								
227177_at	AL515381	227177_at								Hs.89986								
227178_at	AI652861	227178_at								Hs.90043								
227179_at	AK002152.1	108741_at	ENSG00000040341		7657625	d1stu__	NM_014393	dsrm	605920	Hs.96870	27067	IPR001159	Q9UGG6					
227180_at	AW138767	1424098_at	ENSG00000164181							Hs.274256	79993	IPR002076	Q9NVD9					
227181_at	AI203021	227181_at								Hs.351350								
227182_at	AW966474	227182_at			21702740		NM_145006	sushi		Hs.88417	203328	IPR000436	Q96L08					
227183_at	AI417267	227183_at								Hs.84630								
227184_at	BF508702	227184_at																
227185_at	BE378494	227185_at								Hs.6872			Q96D50					
227186_s_at	AI090841	227186_s_at			20822852		NM_032477			Hs.44017	64975		AAH40035					
227187_at	AI824009	227187_at	ENSG00000105879	IPB003649	20072755		NM_024814	zf-C2H2	606872	Hs.432792	79872	IPR002965	Q9H5S6					
227188_at	AI744591	227188_at			24270820		NM_058187	Gal_Lectin		Hs.30156	59271	IPR000922	C263_MOUSE					
227189_at	AB046819.1	227189_at			13626179		NM_020939	C2	604209	Hs.285714	57699	IPR002035	Q9HCH3					
227190_at	N93191	227190_at								Hs.26216			Q8WXS4					
227191_at	AI743744	rc_AI102032_at	ENSG00000129636		13623443		NM_030790	FG-GAP		Hs.23047	81533		Q9BRE2					
227192_at	BF060707	227192_at								Hs.403928			Q8N2N8					
227193_at	AI955713	227193_at								Hs.375762								
227194_at	BF106962	1425122_at			23821535		NM_058186			Hs.20415	54097		P58499					
227195_at	AA603467	227195_at	ENSG00000172455	PR01217	24432032		NM_032772	zf-C2H2		Hs.158210	84858	IPR002952	Q9H7S9					
227196_at	BG054987	aa415484_rc_at	ENSG00000131941		23510299		NM_033103	HR1		Hs.335798	85415	IPR004328	Q8N9D6					
227197_at	AI989530	227197_at		PR00499	21361487	d1foea1	NM_015595	PH		Hs.240845	26084	IPR001849	Q96DR7					
227198_at	AW085505	227198_at								Hs.125019								
227199_at	AW027812	227199_at								Hs.406102			Q8WUS3					
227200_at	AI871408	227200_at								Hs.105636								
227201_at	AI679230	227201_at								Hs.14485			Q96BN7					
227202_at	AI091445	X14943_s_at	ENSG00000018236	PR01536	4502933	d1he7a_	NM_001843	ig	600016	Hs.143434	1272	IPR003961	Q8N466					
227203_at	AA115629	227203_at								Hs.179112								
227204_at	AI817448	227204_at								Hs.105421								
227205_at	AW575233	227205_at	ENSG00000147133	IPB001487	20357588	d1eqfa1	NM_138923	bromodomain	313650	Hs.1179	6872	IPR001487	P21675					
227206_at	BE465462	227206_at								Hs.108593								
227207_x_at	BF510572	227207_x_at								Hs.115284	7760	IPR003309	ZF41_MOUSE					
227208_at	BF446390	227208_at	ENSG00000118181	IPB000524	4506707		NM_001028	Ribosomal_S25	180465	Hs.191304	6230	IPR004977	P25111					
227209_at	AI091445	X14943_s_at	ENSG00000018236	PR01536	4502933	d1he7a_	NM_001843	ig	600016	Hs.143434	1272	IPR003961	Q12860					
227210_at	T65020	227210_at								Hs.12699								
227211_at	BE544837	227211_at								Hs.427525		IPR002999	Q8TBL6					
227212_s_at	BE544837	227212_s_at								Hs.427525		IPR002999	Q8TBL6					
227213_at	AA706895	227213_at								Hs.119976			Q9D3Y9					
227214_at	NM_020399.1	1421191_s_at	ENSG00000047932	IPB001478	9966877	d1qava_	NM_020399	PDZ	606845	Hs.23120	57120	IPR001478	Q9ET11					
227215_at	NM_020399.1	227215_at	ENSG00000047932	IPB001478	9966877	d1qava_	NM_020399	PDZ	606845	Hs.23120	57120	IPR001478	Q920R1					
227216_at	AI436575	227216_at								Hs.143407								
227217_at	AI637586	C76752_rc_at	ENSG00000165238							Hs.132792	10812		AAH37965					
227218_at	AI436575	227218_at								Hs.143407								
227219_x_at	BE857601	aa271910_g_at	ENSG00000101460		14210522	d1eo6a_	NM_032514	MAP1_LC3	601242	Hs.134707	84557	IPR004241	Q9H491					
227220_at	AI743731	227220_at			24416004		NM_152995	zf-NF-X1		Hs.351839	152518	IPR000967	AAN08626					
227221_at	N36085	227221_at								Hs.25144								
227222_at	AA131694	227222_at								Hs.15669								
227223_at	BE466173	Msa.4469.0_at	ENSG00000131051	IPB003134	4757926	d1fxla1	NM_004902	rrm	604739	Hs.145696	9584	IPR000504	Q14498					
227224_at	AW003297	227224_at								Hs.174104								
227225_at	AA603467	227225_at	ENSG00000172455	PR01217	24432032		NM_032772	zf-C2H2		Hs.158210	84858	IPR002952	Q9H7S9					
227226_at	AA418816	227226_at			14603058		NM_138409			Hs.20953	112609		Q96G30					
227227_at	AI344332	227227_at								Hs.351292								
227228_s_at	AB040942.1	227228_s_at	ENSG00000015133							Hs.201500	57641		Q9H9V0					
227229_at	BE467416	227229_at								Hs.20818			Q96IG1					
227230_s_at	BE855799	227230_s_at	ENSG00000109265							Hs.205293	57482		Q9ULK9					
227231_at	BE855799	227231_at	ENSG00000109265							Hs.205293	57482		Q9NTE2					
227232_at	T58044	1367861_at		IPB001073	7706687	d1evha_	NM_016337	WH1		Hs.241471	51466	IPR001960	Q9UI08					
227233_at	AK022144.1	rc_AA899764_at	ENSG00000134198	IPB000301	21264580		NM_005725	transmembrane4		Hs.234863	10100	IPR000301	O60636					
227234_at	AW274874	227234_at								Hs.21889								
227235_at	AI758408	227235_at								Hs.22247								
227236_at	AK022144.1	rc_AA899764_at	ENSG00000134198	IPB000301	21264580		NM_005725	transmembrane4		Hs.234863	10100	IPR000301	O60636					
227237_x_at	AW593303	227237_x_at	ENSG00000160072							Hs.23413	57516	IPR003593	Q9BUK4					
227238_at	R79759	227238_at			21717820		NM_145650			Hs.24139	143662		Q8WW41					
227239_at	AV734839	227239_at			19923646		NM_032581			Hs.85603	84668		Q9BYI3					
227240_at	AV703769	93178_at							605991	Hs.237517	25791	IPR000219	Q9JK73					
227241_at	R79759	227241_at			21717820		NM_145650			Hs.24139	143662		CAD45555					
227242_s_at	AL354950	227242_s_at								Hs.348805			Q8TCJ7					
227243_s_at	AL354950	227243_s_at								Hs.348805			Q8TCJ7					
227244_s_at	AW103970	aa217241_s_at	ENSG00000174535	PR00719	12751087		NM_014188			Hs.30026	29101	IPR006130	Q91YL1					
227245_at	AW511198	227245_at			23680901		NM_024953			Hs.285711	80018		Q9H911					
227246_at	BF438014	aa230831_s_at		IPB001680	4505895		NM_002669	WD40	605961	Hs.261285	5356	IPR001680	Q8WUD8					
227247_at	H98994	227247_at								Hs.251865								
227248_at	AL563218	227248_at	ENSG00000068137		21361983		NM_024927	PH		Hs.272848	79990	IPR001849	Q9NT18					
227249_at	AI857685	rc_AI178682_at		IPB002151	8923110		NM_017668			Hs.263925	54820		Q9NXR1					
227250_at	BF221745	227250_at								Hs.367707								
227251_at	AI431597	227251_at	ENSG00000139990						603812	Hs.284294	8816	IPR001680	Q96JK2					
227252_at	AA524299	227252_at								Hs.28368			Q9H397					
227253_at	AI922198	1368418_a_at	ENSG00000047457	IPB001117	4557485	d1aoza1	NM_000096	Cu-oxidase	117700	Hs.296634	1356	IPR001117	P00450	MAP00860	1.10.3.2			
227254_at	N56956	227254_at								Hs.283402								
227255_at	AI806633	1437175_at			22046122		NM_152835	pkinase		Hs.29911	149420		Q8N165			wee1+		
227256_at	BG289456	227256_at								Hs.292801								
227257_s_at	AW629460	227257_s_at			24429578		NM_153810			Hs.28794	143384		Q921D1					
227258_at	AW629460	227258_at			24429578		NM_153810			Hs.28794	143384		Q921D1					
227259_at	BF439618	AF017437_g_at			477855		NM_001777		601028	Hs.313342	961	IPR003600	Q96A60					
227260_at	AV724266	92787_at	ENSG00000088448	IPB000906	8923104	d1awcb_	NM_017664	ank		Hs.172572	55608	IPR002110	Q9BV12					
227261_at	AA020010	1422227_at	ENSG00000118922	IPB000684	7706477		NM_016285	zf-C2H2	607531	Hs.23510	11278	IPR000822	Q8WWI3					
227262_at	BE348293	227262_at	ENSG00000140511							Hs.29283		IPR003006	Q96S86					
227263_at	AL519427	227263_at								Hs.375560			Q8NAV2					
227264_at	AA702531	227264_at								Hs.296272								
227265_at	AW135176	227265_at								Hs.296276								
227266_s_at	BF679849	227266_s_at	ENSG00000145625							Hs.34192			Q9P1I1					
227267_at	AI953478	227267_at			22748865		NM_152408			Hs.432726	134359		Q9DBS8					
227268_at	N51514	160507_at	ENSG00000108446		5410276		NM_016125			Hs.30154	51136		Q8N7D0					
227269_s_at	BF448237	162750_at	ENSG00000127578	IPB000251	21040231	d1i2ma_	NM_021168	ras		Hs.31408	57799							
227270_at	BF593037	227270_at								Hs.371473								
227271_at	AU151265	Msa.3211.0_s_at		PR00262	6753844	d1ijta_	NM_004112	FGF	601514	Hs.31339	2256	IPR002209	CAA94239					
227272_at	BE673226	227272_at								Hs.32433			Q8WVR5					
227273_at	AI126798	227273_at								Hs.116065								
227274_at	AI709389	227274_at								Hs.381183			Q9UQD6					
227275_at	BE675230	227275_at	ENSG00000175317		7706166		NM_016626			Hs.12830	51320	IPR001841	Q9NZE3					
227276_at	AI264121	227276_at	ENSG00000120594		17511213		NM_032812	PSI	606827	Hs.33033	84898	IPR002165	Q96SU9					
227277_at	BG530089	227277_at								Hs.33074								
227278_at	AI056692	167577_at	ENSG00000116282	IPB003195	5032155	d1bh9a_	NM_005645	TFIID-18	600774	Hs.42911	6884	IPR003195	Q15543					
227279_at	AA847654	227279_at	ENSG00000123558		18596420		NM_032926			Hs.39122	85012		Q969E4					
227280_s_at	AK026922.1	227280_s_at			22749085		NM_152523	cyclin		Hs.4190	151195		Q8N7R7					
227281_at	T79475	227281_at			23397536		NM_153247	Nucleoside_tran		Hs.4302	222962		Q8NAR3					
227282_at	AB037734.1	227282_at								Hs.4993	57526		Q9P2N3					
227283_at	AW138794	227283_at								Hs.4892								
227284_at	AA081007	227284_at								Hs.58608			P97663					
227285_at	AW080835	227285_at			21389605		NM_144697			Hs.54680	148523		Q8N365					
227286_at	AA743390	227286_at	ENSG00000169592							Hs.385863			Q8TET7					
227287_at	AW027167	rc_AI176963_at	ENSG00000164442		19923343		NM_006079		602937	Hs.82071	10370		Q99MA1					
227288_at	BE645776	227288_at								Hs.69504								
227289_at	AU119437	227289_at								Hs.61935								
227290_at	AU157881	227290_at								Hs.60257								
227291_s_at	AI380704	227291_s_at								Hs.61472			Q8N338					
227292_at	AI866590	227292_at	ENSG00000168005							Hs.63405	144097		Q9BUA3					
227293_at	AI264003	227293_at								Hs.148398								
227294_at	AI474448	166974_at	ENSG00000156853							Hs.58461	115509	IPR001909	Q96CS4					
227295_at	AW182575	227295_at								Hs.71523								
227296_at	AA523543	227296_at	ENSG00000167700	IPB003317	19923957		NM_138431			Hs.7678	113655		Q96ES6					
227297_at	AI479176	227297_at								Hs.8042								
227298_at	AI806330	227298_at								Hs.79191								
227299_at	AA020986	1416427_at	ENSG00000118816	IPB000553	8393063	d1vin_1	NM_006835	cyclin		Hs.79933	10983	IPR004366	Q99LF2					
227300_at	AL521682	227300_at								Hs.93135			Q8N2F5					
227301_at	BE644816	227301_at								Hs.378753								
227302_s_at	AA063627	1439356_at	ENSG00000141039	PR00019	4503743	d1h6ua2	NM_002018	LRR	600362	Hs.83849	2314	IPR003592	AAH25300					
227303_at	U69199	c81345_rc_at	ENSG00000168096							Hs.352746	124401	IPR001660	Q9CZK6					
227304_at	N25727	227304_at								Hs.433079								
227305_s_at	N25727	227305_s_at								Hs.433079								
227306_at	AK024898.1	227306_at								Hs.99785								
227307_at	AL565381	227307_at	ENSG00000157570	IPB000301	22761766		NM_130783	transmembrane4		Hs.334791	90139	IPR000301	Q96SJ8					
227308_x_at	AW515704	227308_x_at	ENSG00000142186	IPB001245	19923566		NM_020680			Hs.238839	57410	IPR002290	Q96G50			p78		
227309_at	AI982535	227309_at								Hs.406087								
227310_at	AI346678	1460726_at		IPB001114	4557271	d1j4ba_	NM_001126	Adenylsucc_synt	103060	Hs.90011	159	IPR001114	P30520	MAP00252	6.3.4.4			
227311_at	AB037746.1	227311_at	ENSG00000109771							Hs.42768	55805	IPR001440	Q9P2M1					
227312_at	AI694536	227312_at								Hs.124538								
227313_at	AI870866	227313_at			20539916		NM_152755			Hs.57877	245812		Q8N129					
227314_at	N95414	227314_at								Hs.55168			Q9H389					
227315_x_at	AA758214	227315_x_at		IPB001608	16930823	d1ct5a_	NM_007198	UPF0001	604436	Hs.301959	11212	IPR001608	POSC_MOUSE					
227316_at	AI761798	227316_at			24308203	d1bo4a_	NM_020536	Acetyltransf		Hs.301532	57325	IPR000182	Q96IH3		2.3.1.60			
227317_at	AA045042	227317_at								Hs.352650			LMC1_MOUSE					
227318_at	AL359605.1	227318_at								Hs.283851								
227319_at	AI693862	1425123_at		PR00501	21707318	d1gof_3	NM_024731	Kelch		Hs.302743	79786	IPR001798	Q96HV1		1.1.3.9			
227320_at	AW264333	227320_at								Hs.432901			Q8N2Q0					
227321_at	D52585	227321_at								Hs.351592								
227322_s_at	BE464077	aa529994_s_at	ENSG00000107949	IPB001422	7706581		NM_078469			Hs.279862	56647		Q9P288					
227323_at	AI831653	aa538310_s_at	ENSG00000131148		6754870		NM_006067	UPF0172	604886	Hs.173162	10328	IPR005366	O43402					
227324_at	AI526074	1448490_at			22800617		NM_024876	ABC1		Hs.130712	79934	IPR004147	Q8TAJ1					
227325_at	AW172584	227325_at								Hs.128690			Q8N667					
227326_at	BE966768	227326_at								Hs.198037	26030	IPR001844	Q8TEF5					
227327_at	BF062538	227327_at								Hs.110783								
227328_at	AA724147	227328_at								Hs.395779			Q96S92					
227329_at	Z39566	227329_at			8923926		NM_018462			Hs.254837	140685		Q9HB48					
227330_x_at	AA811509	227330_x_at								Hs.433147								
227331_at	BF114738	227331_at								Hs.20726								
227332_at	BF511170	227332_at	ENSG00000089159	IPB001781	4506345		NM_002859	Paxillin	602505	Hs.102497	5829	IPR001781	Q96FS2					
227333_at	AK027199.1	227333_at								Hs.101007								
227334_at	AW242125	227334_at			18573917		NM_152586			Hs.130184	159195		Q9H389					
227335_at	AW664953	227335_at			23097279		NM_152302			Hs.15783	85362		Q9UFB6					
227336_at	AW576405	U38252_s_at	ENSG00000135144	PR00049	4758202		NM_004416	WWE	602582	Hs.124024	1840	IPR004170	Q61010					
227337_at	AA886870	227337_at	ENSG00000109775		8922938		NM_018359			Hs.107381	55325		Q96FS3					
227338_at	H99038	1460545_at	ENSG00000054118	IPB000221	4827040		NM_005119		603809	Hs.108319	9967		Q9Y2W1					
227339_at	AL117590.1	227339_at								Hs.108972								
227340_s_at	AL117590.1	227340_s_at								Hs.108972								
227341_at	AW195407	227341_at								Hs.375825			Q8N5T7					
227342_s_at	AA621983	227342_s_at	ENSG00000172927		20270301		NM_138768		605625	Hs.116051	26579	IPR000504	Q9UGN6					
227343_at	AK026148.1	227343_at	ENSG00000172927		20270301		NM_138768		605625	Hs.116051	26579	IPR000504	Q9UGN6					
227344_at	AI741188	L03547_s_at		IPB001275	5174501		NM_006060	zf-C2H2	603023	Hs.54452	10320	IPR000822	Q8TDG7					
227345_at	AI738556	227345_at								Hs.313594								
227346_at	AI741188	L03547_s_at		IPB001275	5174501		NM_006060	zf-C2H2	603023	Hs.54452	10320	IPR000822	Q8TDG7					
227347_x_at	NM_021170.1	227347_x_at	ENSG00000127051	PR00785	4587146		NM_021170	HLH		Hs.154029	57801	IPR003650	Q9HCC6					
227348_at	AW409848	227348_at			7512949	d1hc7a2	NM_152268	tRNA-synt_2b		Hs.380169	25973	IPR004154	Q9H6S5		6.1.1.21			
227349_at	AI807356	227349_at								Hs.127797								
227350_at	AI807356	227350_at								Hs.127797								
227351_at	H06491	227351_at								Hs.12926								
227352_at	AI264689	227352_at								Hs.129079			Q8NAM1					
227353_at	BE671663	227353_at			23943900		NM_152468		605829	Hs.15284	147138		Q8N1J1					
227354_at	BF589359	227354_at								Hs.13256			Q8N9B6					
227355_at	AW135388	227355_at								Hs.131715								
227356_at	BG499974	227356_at								Hs.146310								
227357_at	BF593914	227357_at			22749541		NM_152787	CUE		Hs.365565	257397		Q8N5C8					
227358_at	Z39566	227358_at								Hs.254837	140685		Q9H3Z9					
227359_at	AI911248	227359_at			21450798		NM_145047			Hs.184361	127700		Q8N7G2					
227360_at	AA115759	227360_at	ENSG00000160439	IPB002198	22761451	d1bdb__	NM_138412	adh_short		Hs.178617	112724	IPR002347	Q8NBN7					
227361_at	AA780067	W44180_at	ENSG00000125430	IPB000863		d1nsta_	NM_006041	Sulfotransfer	604058	Hs.159572	9953	IPR000863	Q9QZS6	MAP00532	2.8.2.23			
227362_at	AI809090	227362_at	ENSG00000125520	IPB000822	24636897		NM_020062	zf-C2H2		Hs.170088	56731	IPR000822	Q9NR83					
227363_s_at	AI831653	1448677_at	ENSG00000131148		6754870		NM_006067	UPF0172	604886	Hs.173162	10328	IPR005366	O43402					
227364_at	AW084125	U16740_s_at	ENSG00000116489	IPB002189	16740716		NM_006135	F-actin_cap_A	601580	Hs.184270	829	IPR002189	P52907					
227365_at	AL566774	227365_at	ENSG00000167654							Hs.182906	85300	IPR001251	O95074					
227366_at	AI084782	227366_at	ENSG00000167705	IPB002151	16550561		NM_031430			Hs.17893	83547	IPR000531	Q9BSL3					
227367_at	AW976431	227367_at	ENSG00000165271		22212931		NM_139235	Nrap		Hs.183253	65083	IPR005554	Q9H675					
227368_at	AW009630	227368_at								Hs.356331								
227369_at	AW771919	227369_at								Hs.24831			Q8WUD5					
227370_at	AW043602	227370_at	ENSG00000144369							Hs.172792	165215		Q8WYR8					
227371_at	AA496034	227371_at	ENSG00000006453	PR00452	15530218		NM_018842	SH3		Hs.23449	55971	IPR001452	Q9Y2M8					
227372_s_at	AA496034	rc_AI228657_at	ENSG00000006453	PR00452	15530218		NM_018842	SH3		Hs.23449	55971	IPR001452	Q96CV4					
